"","Correct","Wrong","Test.image.count","Accuracy","Detect.Accuracy","FPS","Radius","Neighbours","Scale","Cascade","Single","Dataset","eval"
"4123",943,49,992,0.975174394747641,1,0.243532252500862,7,5,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.237486416934058
"4124",953,39,992,0.985535494460402,1,0.135908934115212,7,7,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.133943078584822
"4125",960,32,992,0.992716454657366,1,0.0117281821317696,7,9,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.0116427593854262
"4126",788,204,992,0.814936397209684,1,0.30734736115902,8,1,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.250468551194836
"4127",923,69,992,0.954452195322117,1,0.285443256295274,8,3,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.272441942610918
"4128",950,42,992,0.982457940090275,1,0.247326664367023,8,5,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.242988045203424
"4129",960,32,992,0.992716454657366,1,0.132114522249051,8,7,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.13115226013583
"4130",961,31,992,0.993844891259746,1,0.0120731286650569,8,9,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.0119988172452884
"4131",803,189,992,0.830426754205991,1,0.307519834425664,10,1,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.255372697956068
"4132",925,67,992,0.956606483381206,1,0.286133149361849,10,3,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.273716825789828
"4133",941,51,992,0.973122691834222,1,0.246291824767161,10,5,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.239672163494182
"4134",953,39,992,0.985535494460402,1,0.122800965850293,10,7,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.121024710599484
"4135",961,31,992,0.993844891259746,1,0.0125905484649879,10,9,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.0125130522700865
"4136",772,220,992,0.798317603610997,1,0.309244567092101,20,1,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.246875381730686
"4137",921,71,992,0.952400492408699,1,0.291307347361159,20,3,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.27744126106904
"4138",946,46,992,0.978251949117768,1,0.233701276302173,20,5,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.228618729053911
"4139",961,31,992,0.993844891259746,1,0.101586754053122,20,7,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.100961476535355
"4140",967,25,992,1,1,0.0205243187305968,20,9,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.0205243187305968
"4141",758,234,992,0.783853098071399,1,0.311831666091756,30,1,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.244430217542789
"4142",914,78,992,0.945219532211736,1,0.292342186961021,30,3,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.276327545205052
"4143",935,57,992,0.966864997948297,1,0.221110727837185,30,5,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.213784223416647
"4144",948,44,992,0.980303652031186,1,0.103656433252846,30,7,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.101614780074292
"4145",956,36,992,0.988613048830529,1,0.0293204553294239,30,9,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"fb",0.0289865847363211
"4146",732,260,992,0.756975789905622,1,0.325974473956537,1,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.246754784912319
"4147",854,138,992,0.883155519080837,1,0.299241117626768,1,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.264276444567998
"4148",908,84,992,0.93896183832581,1,0.253018282166264,1,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.237574511352874
"4149",879,113,992,0.909006975789906,1,0.137461193515005,1,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.124953183805546
"4150",877,115,992,0.906955272876487,1,0.0125905484649879,1,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.0114190643187278
"4151",770,222,992,0.796265900697579,1,0.335115557088651,3,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.266841090902966
"4152",916,76,992,0.947271235125154,1,0.305795101759227,3,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.289670903738685
"4153",925,67,992,0.956606483381206,1,0.260607105898586,3,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.2492984471178
"4154",930,62,992,0.961735740664752,1,0.166609175577785,3,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.160233998875845
"4155",937,55,992,0.969019286007386,1,0.0155225939979303,3,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.015041692952857
"4156",771,221,992,0.797291752154288,1,0.333218351155571,5,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.265672243042788
"4157",916,76,992,0.947271235125154,1,0.309589513625388,5,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.293265240953717
"4158",931,61,992,0.962761592121461,1,0.262331838565022,5,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.252563018561011
"4159",934,58,992,0.965839146491588,1,0.158157985512246,5,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.152755173737976
"4160",943,49,992,0.975174394747641,1,0.0129354949982753,5,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.0126143635057042
"4161",778,214,992,0.804575297496922,1,0.337185236288375,7,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.27129091179829
"4162",918,74,992,0.949322938038572,1,0.311141773025181,7,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.295374022114795
"4163",936,56,992,0.967890849405006,1,0.266126250431183,7,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.257581162578807
"4164",945,47,992,0.977226097661059,1,0.142290444981028,7,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.139049936283266
"4165",953,39,992,0.985535494460402,1,0.0120731286650569,7,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.0118984968286009
"4166",779,213,992,0.805601148953632,1,0.335632976888582,8,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.27038631180817
"4167",917,75,992,0.948297086581863,1,0.312004139358399,8,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.295872616355052
"4168",935,57,992,0.966864997948297,1,0.266816143497758,8,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.257975190035532
"4169",945,47,992,0.977226097661059,1,0.13815108658158,8,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.135004847227752
"4170",949,43,992,0.981432088633566,1,0.0124180751983443,8,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.0121874974787197
"4171",786,206,992,0.812782109150595,1,0.338392549154881,10,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.275039409822951
"4172",920,72,992,0.95137464095199,1,0.313728872024836,10,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.298473692978901
"4173",939,53,992,0.971070988920804,1,0.265091410831321,10,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.257422578470382
"4174",949,43,992,0.981432088633566,1,0.128147637116247,10,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.125768203148455
"4175",954,38,992,0.986561345917111,1,0.0131079682649189,10,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.0129318148136772
"4176",774,218,992,0.800369306524415,1,0.340807174887892,20,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.272771602223568
"4177",912,80,992,0.943167829298318,1,0.316833390824422,20,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.298827061473096
"4178",932,60,992,0.96378744357817,1,0.251293549499828,20,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.242193567660123
"4179",944,48,992,0.97620024620435,1,0.10572611245257,20,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.103209857006427
"4180",954,38,992,0.986561345917111,1,0.0213866850638151,20,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.0210992768012628
"4181",760,232,992,0.785904800984817,1,0.342704380820973,30,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.269333018205732
"4182",889,103,992,0.919368075502667,1,0.320282856157296,30,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.29445783308183
"4183",927,65,992,0.958658186294625,1,0.236805795101759,30,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.227015814036309
"4184",939,53,992,0.971070988920804,1,0.108313211452225,30,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.1051798173581
"4185",944,48,992,0.97620024620435,1,0.0307002414625733,30,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"fb",0.029969583274297
"4186",594,398,992,0.61427985227739,0.8964,0.489996550534667,1,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.300995008678866
"4187",717,275,992,0.741485432909315,0.8964,0.431010693342532,1,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.319588150541631
"4188",771,221,992,0.797291752154288,0.8964,0.354949982752673,1,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.282998693676013
"4189",759,233,992,0.784878949528108,0.8964,0.191617799241118,1,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.150396776979256
"4190",739,253,992,0.764259335248256,0.8964,0.0250086236633322,1,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.0191130740964121
"4191",618,374,992,0.63910545752975,0.8964,0.495170748533977,3,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.316466327797156
"4192",759,233,992,0.784878949528108,0.8964,0.441876509141083,3,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.346819570315801
"4193",785,207,992,0.811756257693886,0.8964,0.36840289755088,3,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.299053357439486
"4194",788,204,992,0.814936397209684,0.8964,0.232838909968955,3,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.18974890242033
"4195",795,197,992,0.822117357406647,0.8964,0.0305277681959296,3,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.0250974081167604
"4196",627,365,992,0.648440705785802,0.8964,0.495860641600552,5,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.321536224410863
"4197",767,225,992,0.793188346327452,0.8964,0.447913073473612,5,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.35527943004698
"4198",793,199,992,0.820065654493229,0.8964,0.374956881683339,5,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.307489260584388
"4199",803,189,992,0.830426754205991,0.8964,0.222490513970335,5,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.184762075358008
"4200",806,186,992,0.833504308576118,0.8964,0.0265608830631252,5,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.0221386104727013
"4201",631,361,992,0.652544111612638,0.8964,0.499137633666782,7,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.325709323733525
"4202",771,221,992,0.797291752154288,0.8964,0.450327699206623,7,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.359042560344058
"4203",798,194,992,0.825194911776775,0.8964,0.378923766816143,7,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.312685964327971
"4204",807,185,992,0.834530160032827,0.8964,0.202483615039669,7,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.16897868366308
"4205",817,175,992,0.844891259745589,0.8964,0.0250086236633322,7,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.0211295675514161
"4206",630,362,992,0.651518260155929,0.8964,0.497585374266989,8,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.324185957321465
"4207",773,219,992,0.799343455067706,0.8964,0.452397378406347,8,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.361620883518902
"4208",806,186,992,0.833504308576118,0.8964,0.380131079682649,8,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.31684089273918
"4209",814,178,992,0.841813705375462,0.8964,0.196619523973784,8,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.165517010025531
"4210",818,174,992,0.845917111202298,0.8964,0.0255260434632632,8,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.0215929169468679
"4211",628,364,992,0.649466557242511,0.8964,0.501552259399793,10,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.325741419189587
"4212",771,221,992,0.797291752154288,0.8964,0.455501897205933,10,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.363167905732921
"4213",798,194,992,0.825194911776775,0.8964,0.377888927216281,10,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.311832019955659
"4214",811,181,992,0.838633565859664,0.8964,0.182994135908934,10,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.153465024728717
"4215",817,175,992,0.844891259745589,0.8964,0.0258709899965505,10,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.0218581733290511
"4216",616,376,992,0.637053754616332,0.8964,0.506726457399103,20,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.322811992249531
"4217",763,229,992,0.789084940500616,0.8964,0.464815453604691,20,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.366778874551424
"4218",802,190,992,0.829400902749282,0.8964,0.360469127285271,20,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.298973419583649
"4219",819,173,992,0.846942962659007,0.8964,0.150051741979993,20,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.12708526690468
"4220",823,169,992,0.851046368485843,0.8964,0.0355294929285961,20,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.0302372459310251
"4221",596,396,992,0.616331555190808,0.8964,0.512590548464988,30,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.315925729911536
"4222",744,248,992,0.769388592531801,0.8964,0.467747499137634,30,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.359879590021774
"4223",779,213,992,0.805601148953632,0.8964,0.338047602621594,30,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.272331537072977
"4224",794,198,992,0.821091505949938,0.8964,0.152121421179717,30,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.124905606803699
"4225",804,188,992,0.8314526056627,0.8964,0.047602621593653,30,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"fb",0.0395793237604183
"4226",703,289,992,0.727020927369717,0.998,1,1,1,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.727020927369717
"4227",855,137,992,0.884181370537546,0.998,1,1,3,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.884181370537546
"4228",905,87,992,0.935884283955683,0.998,0.785960676095205,1,5,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.735568244564686
"4229",887,105,992,0.917316372589249,0.998,0.250086236633322,1,7,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.229408199422975
"4230",883,109,992,0.913110381616742,0.998,0.0184546395308727,1,9,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.0168511229446346
"4231",758,234,992,0.783853098071399,0.998,1,3,1,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.783853098071399
"4232",898,94,992,0.928600738613049,0.998,1,3,3,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.928600738613049
"4233",920,72,992,0.95137464095199,0.998,0.857192135219041,3,5,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.815510859870885
"4234",922,70,992,0.953426343865408,0.998,0.338047602621594,3,7,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.322303489819972
"4235",924,68,992,0.955580631924497,0.998,0.0236288375301828,3,9,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.0225792594987334
"4236",769,223,992,0.79524004924087,0.998,1,5,1,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.79524004924087
"4237",909,83,992,0.939987689782519,0.998,1,5,3,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.939987689782519
"4238",934,58,992,0.965839146491588,0.998,0.89617109348051,5,5,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.865557124037649
"4239",935,57,992,0.966864997948297,0.998,0.315626077957917,5,7,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.30516780721721
"4240",948,44,992,0.980303652031186,0.998,0.0198344256640221,5,9,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.0194437599143819
"4241",778,214,992,0.804575297496922,0.998,1,7,1,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.804575297496922
"4242",908,84,992,0.93896183832581,0.998,1,7,3,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.93896183832581
"4243",936,56,992,0.967890849405006,0.998,0.917902725077613,7,5,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.888429648246541
"4244",943,49,992,0.975174394747641,0.998,0.270955501897206,7,7,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.264228867566151
"4245",947,45,992,0.979277800574477,0.998,0.0181096929975854,7,9,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.0177344203277544
"4246",774,218,992,0.800369306524415,0.998,1,8,1,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.800369306524415
"4247",910,82,992,0.941013541239229,0.998,1,8,3,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.941013541239229
"4248",943,49,992,0.975174394747641,0.998,0.917902725077613,8,5,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.895115234364771
"4249",947,45,992,0.979277800574477,0.998,0.257502587099,8,7,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.252166567136546
"4250",950,42,992,0.982457940090275,0.998,0.0184546395308727,8,9,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.0181309071386098
"4251",783,209,992,0.809704554780468,0.998,1,10,1,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.809704554780468
"4252",912,80,992,0.943167829298318,0.998,1,10,3,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.943167829298318
"4253",937,55,992,0.969019286007386,0.998,0.918765091410831,10,5,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.890301092887435
"4254",945,47,992,0.977226097661059,0.998,0.230596757502587,10,7,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.225345169467547
"4255",951,41,992,0.983483791546984,0.998,0.0189720593308037,10,9,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.0186587128441132
"4256",759,233,992,0.784878949528108,0.998,1,20,1,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.784878949528108
"4257",915,77,992,0.946245383668445,0.998,1,20,3,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.946245383668445
"4258",936,56,992,0.967890849405006,0.998,0.792169713694377,20,5,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.766733817060571
"4259",951,41,992,0.983483791546984,0.998,0.173335632976889,20,7,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.170472785530307
"4260",959,33,992,0.991690603200656,0.998,0.0286305622628493,20,9,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.0283926595604189
"4261",743,249,992,0.768362741075092,0.998,1,30,1,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.768362741075092
"4262",901,91,992,0.931780878128847,0.998,1,30,3,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.931780878128847
"4263",923,69,992,0.954452195322117,0.998,0.683166609175578,30,5,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.652049869898397
"4264",940,52,992,0.972096840377513,0.998,0.176095205243187,30,7,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.171181592622532
"4265",948,44,992,0.980303652031186,0.998,0.0408761641945498,30,9,4,"lbpcascades/lbpcascade_frontalface.xml",0,"fb",0.0400710530409436
"4266",628,364,992,0.649466557242511,0.9366,1,1,1,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.649466557242511
"4267",708,284,992,0.732150184653262,0.9366,1,1,3,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.732150184653262
"4268",735,257,992,0.760053344275749,0.9366,1,1,5,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.760053344275749
"4269",675,317,992,0.69798933114485,0.9366,0.246809244567092,1,7,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.17227021953575
"4270",616,376,992,0.637053754616332,0.9366,0.0289755087961366,1,9,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.0184589566704974
"4271",623,369,992,0.644234714813295,0.9366,1,3,1,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.644234714813295
"4272",723,269,992,0.747640541649569,0.9366,1,3,3,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.747640541649569
"4273",749,243,992,0.774517849815347,0.9366,1,3,5,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.774517849815347
"4274",756,236,992,0.781801395157981,0.9366,0.313728872024836,3,7,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.245273669850357
"4275",763,229,992,0.789084940500616,0.9366,0.0220765781303898,3,9,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.0174202953404758
"4276",612,380,992,0.632847763643824,0.9366,1,5,1,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.632847763643824
"4277",737,255,992,0.762105047189167,0.9366,1,5,3,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.762105047189167
"4278",769,223,992,0.79524004924087,0.9366,1,5,5,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.79524004924087
"4279",783,209,992,0.809704554780468,0.9366,0.267678509830976,5,7,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.21674050862699
"4280",806,186,992,0.833504308576118,0.9366,0.0251810969299759,5,9,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.0209885527858077
"4281",587,405,992,0.606996306934756,0.9366,1,7,1,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.606996306934756
"4282",723,269,992,0.747640541649569,0.9366,1,7,3,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.747640541649569
"4283",765,227,992,0.791136643414034,0.9366,1,7,5,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.791136643414034
"4284",787,205,992,0.813807960607304,0.9366,0.223352880303553,7,7,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.181766352015602
"4285",807,185,992,0.834530160032827,0.9366,0.0294929285960676,7,9,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.024612738421113
"4286",576,416,992,0.595609355765285,0.9366,1,8,1,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.595609355765285
"4287",729,263,992,0.753898235535495,0.9366,1,8,3,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.753898235535495
"4288",771,221,992,0.797291752154288,0.9366,1,8,5,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.797291752154288
"4289",796,196,992,0.823143208863357,0.9366,0.214901690238013,8,7,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.176894866892677
"4290",815,177,992,0.842839556832171,0.9366,0.0305277681959296,8,9,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.0257300106173326
"4291",560,432,992,0.579093147312269,0.9366,1,10,1,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.579093147312269
"4292",707,285,992,0.731124333196553,0.9366,1,10,3,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.731124333196553
"4293",754,238,992,0.779749692244563,0.9366,1,10,5,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.779749692244563
"4294",781,211,992,0.80765285186705,0.9366,0.202656088306313,10,7,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.163675767668814
"4295",803,189,992,0.830426754205991,0.9366,0.0367368057951018,10,9,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.0305072263963222
"4296",505,487,992,0.522260976610587,0.9366,1,20,1,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.522260976610587
"4297",642,350,992,0.663931062782109,0.9366,1,20,3,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.663931062782109
"4298",704,288,992,0.728046778826426,0.9366,0.808899620558813,20,5,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.588916763141762
"4299",740,252,992,0.765285186704965,0.9366,0.206795446705761,20,7,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.158257492041955
"4300",766,226,992,0.792162494870743,0.9366,0.0598482235253536,20,9,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.047409518061426
"4301",480,512,992,0.496409519901518,0.9366,1,30,1,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.496409519901518
"4302",618,374,992,0.63910545752975,0.9366,1,30,3,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.63910545752975
"4303",657,335,992,0.679421419778416,0.9366,0.743704725767506,30,5,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.505288920676876
"4304",701,291,992,0.724969224456299,0.9366,0.238530527768196,30,7,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.172927291725261
"4305",723,269,992,0.747640541649569,0.9366,0.0807174887892377,30,9,4,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"fb",0.0603476670389787
"4306",716,276,992,0.740459581452606,0.999,0.714901690238013,1,1,4,"haarcascades/haarcascade_frontalface_default.xml",0,"fb",0.5293558063334
"4307",842,150,992,0.870742716454657,0.999,0.576060710589859,1,3,4,"haarcascades/haarcascade_frontalface_default.xml",0,"fb",0.501600667981814
"4308",893,99,992,0.923471481329504,0.999,0.430838220075888,1,5,4,"haarcascades/haarcascade_frontalface_default.xml",0,"fb",0.397866809306847
"4309",865,127,992,0.894542470250308,0.999,0.19127285270783,1,7,4,"haarcascades/haarcascade_frontalface_default.xml",0,"fb",0.171101690153086
"4310",864,128,992,0.893516618793599,0.999,0.0158675405312177,1,9,4,"haarcascades/haarcascade_frontalface_default.xml",0,"fb",0.014177911164024
