"","Correct","Wrong","Test.image.count","Accuracy","Detect.Accuracy","FPS","Radius","Neighbours","Scale","Cascade","Single","Dataset","eval"
"793",109,141,250,0.447271235125154,0.999,0.438254570541566,20,5,2,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"dup1",0.19601866306537
"794",115,135,250,0.471891670086172,0.999,0.148671955846844,20,7,2,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"dup1",0.0701570575395447
"795",125,125,250,0.512925728354534,0.999,0.0432907899275612,20,9,2,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"dup1",0.0222049599546375
"796",53,197,250,0.217480508822323,0.999,0.89565367368058,30,1,2,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"dup1",0.194787216680635
"797",81,169,250,0.332375871973738,0.999,0.767333563297689,30,3,2,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"dup1",0.255043162195785
"798",84,166,250,0.344686089454247,0.999,0.409796481545361,30,5,2,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"dup1",0.14125114669598
"799",93,157,250,0.381616741895773,0.999,0.167816488444291,30,7,2,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"dup1",0.0640415815565001
"800",96,154,250,0.393926959376282,0.999,0.0586409106588479,30,9,2,"lbpcascades/lbpcascade_frontalface_improved.xml",0,"dup1",0.0231002356308962
"801",62,188,250,0.254411161263849,1,0.336495343221801,1,1,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.0856081710289358
"802",108,142,250,0.443167829298318,1,0.300103483959986,1,3,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.13299620955141
"803",125,125,250,0.512925728354534,1,0.253018282166264,1,5,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.129779586667144
"804",128,122,250,0.525235945835043,1,0.139875819248017,1,7,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.0734678082221835
"805",125,125,250,0.512925728354534,1,0.0125905484649879,1,9,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.006458016241787
"806",78,172,250,0.320065654493229,1,0.338565022421525,3,1,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.10836303548986
"807",111,139,250,0.455478046778826,1,0.305622628492584,3,3,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.139204397877213
"808",123,127,250,0.504718916700862,1,0.259227319765436,3,5,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.130836932011279
"809",127,123,250,0.521132540008207,1,0.165919282511211,3,7,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.0864659371314065
"810",132,118,250,0.541649569142388,1,0.0175922731976544,3,9,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.00952884719774467
"811",74,176,250,0.303652031185884,1,0.333390824422215,5,1,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.101234801014542
"812",114,136,250,0.467788264259335,1,0.308382200758882,5,3,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.144257574421471
"813",121,129,250,0.496512105047189,1,0.26457399103139,5,5,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.131364189227732
"814",132,118,250,0.541649569142388,1,0.157985512245602,5,7,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.0855727846385698
"815",138,112,250,0.566270004103406,1,0.014142807864781,5,9,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.00800864786762319
"816",77,173,250,0.315962248666393,1,0.34115212142118,7,1,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.107791191421546
"817",108,142,250,0.443167829298318,1,0.310451879958606,7,3,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.137582285742837
"818",120,130,250,0.492408699220353,1,0.265781303897896,7,5,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.130873026129452
"819",132,118,250,0.541649569142388,1,0.149879268713349,7,7,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.081182041321962
"820",136,114,250,0.558063192449733,1,0.0124180751983443,7,9,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.00693007068926885
"821",76,174,250,0.311858842839557,1,0.340634701621249,8,1,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.1062299438786
"822",109,141,250,0.447271235125154,1,0.313556398758192,8,3,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.140244757753972
"823",127,123,250,0.521132540008207,1,0.268023456364264,8,5,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.139675744596887
"824",135,115,250,0.553959786622897,1,0.145567437047258,8,7,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.0806385063659409
"825",137,113,250,0.56216659827657,1,0.0127630217316316,8,9,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.00717494451060127
"826",77,173,250,0.315962248666393,1,0.344774060020697,10,1,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.108935587285981
"827",113,137,250,0.463684858432499,1,0.316143497757848,10,3,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.146590953002203
"828",124,126,250,0.508822322527698,1,0.268885822697482,10,5,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.136815108799704
"829",135,115,250,0.553959786622897,1,0.135908934115212,10,7,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.0752880841426083
"830",143,107,250,0.586787033237587,1,0.0127630217316316,10,9,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.00748917565705096
"831",68,182,250,0.279031596224867,1,0.340807174887892,20,1,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.0950959700138559
"832",112,138,250,0.459581452605663,1,0.322697481890307,20,3,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.148305777479337
"833",120,130,250,0.492408699220353,1,0.254915488099345,20,5,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.12552260390612
"834",128,122,250,0.525235945835043,1,0.107450845119007,20,7,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.0564370462668561
"835",135,115,250,0.553959786622897,1,0.0189720593308037,20,9,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.010509757938689
"836",77,173,250,0.315962248666393,1,0.348913418420145,30,1,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.110243468273907
"837",105,145,250,0.430857611817809,1,0.321490169023801,30,3,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.138516486448499
"838",120,130,250,0.492408699220353,1,0.241979993101069,30,5,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.119153053640248
"839",126,124,250,0.517029134181371,1,0.107278371852363,30,7,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.0554660437152143
"840",127,123,250,0.521132540008207,1,0.0275957226629872,30,9,2,"haarcascades/haarcascade_frontalface_default.xml",0,"dup1",0.0143810290447246
"841",64,186,250,0.262617972917522,1,0.311314246291825,1,1,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0817567163015051
"842",124,126,250,0.508822322527698,1,0.278544325629527,1,3,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.141729570693728
"843",134,116,250,0.549856380796061,1,0.23732321490169,1,5,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.130493684024729
"844",134,116,250,0.549856380796061,1,0.134184201448775,1,7,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0737820393686332
"845",137,113,250,0.56216659827657,1,0.0119006553984132,1,9,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.00669015096258767
"846",67,183,250,0.27492819039803,1,0.315108658157985,3,1,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0866322531661265
"847",118,132,250,0.48420188756668,1,0.285615729561918,3,3,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.138295675372615
"848",131,119,250,0.537546163315552,1,0.244567092100724,3,5,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.131466102031986
"849",137,113,250,0.56216659827657,1,0.161262504311832,3,7,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.090656393478543
"850",141,109,250,0.578580221583915,1,0.0160400137978613,3,9,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.00928043473737566
"851",73,177,250,0.299548625359048,1,0.316488444291135,5,1,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0948036784294331
"852",122,128,250,0.500615510874025,1,0.290100034494653,5,3,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.145228576973113
"853",134,116,250,0.549856380796061,1,0.249913763366678,5,5,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.137416677435925
"854",135,115,250,0.553959786622897,1,0.154191100379441,5,7,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.085415669065345
"855",143,107,250,0.586787033237587,1,0.0129354949982753,5,9,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.00759038073349759
"856",75,175,250,0.307755437012721,1,0.318730596757503,7,1,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0980910740944304
"857",126,124,250,0.517029134181371,1,0.284235943428769,7,3,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.146958263734201
"858",135,115,250,0.553959786622897,1,0.251466022766471,7,5,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.139302064314623
"859",142,108,250,0.582683627410751,1,0.14142807864781,7,7,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0824078258842387
"860",150,100,250,0.615510874025441,1,0.0117281821317696,7,9,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.00721882363465506
"861",76,174,250,0.311858842839557,1,0.31717833735771,8,1,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0989148692621499
"862",121,129,250,0.496512105047189,1,0.293894446360814,8,3,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.145922150224286
"863",138,112,250,0.566270004103406,1,0.253535701966195,8,5,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.143569662992757
"864",146,104,250,0.599097250718096,1,0.138323559848224,8,7,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0828692644146107
"865",151,99,250,0.619614279852277,1,0.0120731286650569,8,9,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.00748068292336313
"866",77,173,250,0.315962248666393,1,0.312349085891687,10,1,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0986905195472297
"867",115,135,250,0.471891670086172,1,0.295274232493963,10,3,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.139337450704989
"868",131,119,250,0.537546163315552,1,0.246809244567092,10,5,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.13267136248785
"869",143,107,250,0.586787033237587,1,0.126595377716454,10,7,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0742845261118298
"870",156,94,250,0.640131308986459,1,0.0122456019317006,10,9,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.00783879319386661
"871",74,176,250,0.303652031185884,1,0.319248016557434,20,1,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0969403086797295
"872",118,132,250,0.48420188756668,1,0.300793377026561,20,3,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.145644720923817
"873",135,115,250,0.553959786622897,1,0.242152466367713,20,5,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.134142728599267
"874",140,110,250,0.574476815757078,1,0.102794066919627,20,7,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0590528082427076
"875",147,103,250,0.603200656544932,1,0.0194894791307347,20,9,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0117560666073779
"876",65,185,250,0.266721378744358,1,0.323904794756813,30,1,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0863923334394453
"877",113,137,250,0.463684858432499,1,0.298551224560193,30,3,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.138433682295042
"878",121,129,250,0.496512105047189,1,0.223007933770266,30,5,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.110726138638499
"879",127,123,250,0.521132540008207,1,0.104346326319421,30,7,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0543782660753648
"880",133,117,250,0.545752974969224,1,0.0281131424629182,30,9,2,"haarcascades/haarcascade_frontalface_alt.xml",0,"dup1",0.0153428311348713
"881",60,190,250,0.246204349610176,1,0.333390824422215,1,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.0820822710928719
"882",113,137,250,0.463684858432499,1,0.298896171093481,1,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.138593628779497
"883",129,121,250,0.529339351661879,1,0.252155915833046,1,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.133476049004772
"884",130,120,250,0.533442757488716,1,0.139013452914798,1,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.0741557196508977
"885",131,119,250,0.537546163315552,1,0.0124180751983443,1,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.00667528867863397
"886",68,182,250,0.279031596224867,1,0.338392549154881,3,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.0944222131412881
"887",118,132,250,0.48420188756668,1,0.302345636426354,3,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.14639632785519
"888",131,119,250,0.537546163315552,1,0.260089686098655,3,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.139810212880278
"889",139,111,250,0.570373409930242,1,0.16867885477751,3,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.0962099335825762
"890",145,105,250,0.59499384489126,1,0.0163849603311487,3,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.00974895054582092
"891",67,183,250,0.27492819039803,1,0.339944808554674,5,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.0934604110511414
"892",120,130,250,0.492408699220353,1,0.309244567092101,5,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.152274715022782
"893",126,124,250,0.517029134181371,1,0.261986892031735,5,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.135454855954036
"894",136,114,250,0.558063192449733,1,0.161952397378406,5,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.0903796719058813
"895",147,103,250,0.603200656544932,1,0.0132804415315626,5,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.00801077105104515
"896",68,182,250,0.279031596224867,1,0.341842014487754,7,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.0953847229592421
"897",122,128,250,0.500615510874025,1,0.302000689893067,7,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.151186229655126
"898",135,115,250,0.553959786622897,1,0.264918937564677,7,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.146754438125693
"899",143,107,250,0.586787033237587,1,0.145912383580545,7,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.0856194946738529
"900",151,99,250,0.619614279852277,1,0.0119006553984132,7,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.00737381602445794
"901",70,180,250,0.287238407878539,1,0.331838565022422,8,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.0953167810897395
"902",125,125,250,0.512925728354534,1,0.30734736115902,8,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.157646369080335
"903",136,114,250,0.558063192449733,1,0.260262159365298,8,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.14524273152926
"904",144,106,250,0.590890439064423,1,0.142807864780959,8,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.0843838019222737
"905",149,101,250,0.611407468198605,1,0.0124180751983443,8,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.00759250391691955
"906",65,185,250,0.266721378744358,1,0.338047602621594,10,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.0901645226524563
"907",119,131,250,0.488305293393517,1,0.310969299758537,10,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.151847955154969
"908",130,120,250,0.533442757488716,1,0.262504311831666,10,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.140031023956162
"909",142,108,250,0.582683627410751,1,0.131942048982408,10,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.0768804717090763
"910",152,98,250,0.623717685679114,1,0.0125905484649879,10,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.00785294775001299
"911",77,173,250,0.315962248666393,1,0.340634701621249,20,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.107627706298056
"912",117,133,250,0.480098481739844,1,0.315281131424629,20,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.151365992518185
"913",128,122,250,0.525235945835043,1,0.249913763366678,20,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.131263691879092
"914",136,114,250,0.558063192449733,1,0.106416005519145,20,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.0593868557677622
"915",143,107,250,0.586787033237587,1,0.0198344256640221,20,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.011638583791363
"916",68,182,250,0.279031596224867,1,0.331493618489134,30,1,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.0924971935053801
"917",113,137,250,0.463684858432499,1,0.307519834425664,30,3,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.14259229089085
"918",119,131,250,0.488305293393517,1,0.235598482235254,30,5,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.115043985990953
"919",127,123,250,0.521132540008207,1,0.105381165919283,30,7,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.054917554664542
"920",134,116,250,0.549856380796061,1,0.0289755087961366,30,9,2,"haarcascades/haarcascade_frontalface_alt2.xml",0,"dup1",0.0159323683983681
"921",59,191,250,0.24210094378334,0.8964,0.492238703001035,1,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.119171454563238
"922",97,153,250,0.398030365203119,0.8964,0.431528113142463,1,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.171761292469507
"923",107,143,250,0.439064423471481,0.8964,0.35667471541911,1,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.156603178292346
"924",104,146,250,0.426754205990972,0.8964,0.203345981372887,1,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.0867787528222416
"925",97,153,250,0.398030365203119,0.8964,0.0275957226629872,1,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.0109839355695928
"926",64,186,250,0.262617972917522,0.8964,0.496378061400483,3,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.130357800285724
"927",95,155,250,0.389823553549446,0.8964,0.442048982407727,3,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.172321105165097
"928",100,150,250,0.410340582683627,0.8964,0.369437737150742,3,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.151595296327756
"929",108,142,250,0.443167829298318,0.8964,0.236633321835116,3,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.104868275577318
"930",110,140,250,0.45137464095199,0.8964,0.033977233528803,3,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.0153364615846054
"931",62,188,250,0.254411161263849,0.8964,0.513970334598137,5,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.130759789680281
"932",97,153,250,0.398030365203119,0.8964,0.445670921007244,5,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.177390559448924
"933",107,143,250,0.439064423471481,0.8964,0.370127630217316,5,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.162509874572232
"934",109,141,250,0.447271235125154,0.8964,0.22887202483615,5,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.10236787323406
"935",112,138,250,0.459581452605663,0.8964,0.0294929285960676,5,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.0135544029657758
"936",63,187,250,0.258514567090685,0.8964,0.500517419799931,7,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.129391044100926
"937",99,151,250,0.406237176856791,0.8964,0.464125560538117,7,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.18854505742008
"938",107,143,250,0.439064423471481,0.8964,0.380820972749224,7,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.167204940845987
"939",113,137,250,0.463684858432499,0.8964,0.212142117971714,7,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.0983670879392849
"940",114,136,250,0.467788264259335,0.8964,0.0277681959296309,7,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.0129896361755352
"941",60,190,250,0.246204349610176,0.8964,0.519489479130735,8,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.127900569338712
"942",98,152,250,0.402133771029955,0.8964,0.453604691272853,8,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.182409765058431
"943",110,140,250,0.45137464095199,0.8964,0.382373232149017,8,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.172593580370915
"944",114,136,250,0.467788264259335,0.8964,0.210762331838565,8,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.0985921453820124
"945",117,133,250,0.480098481739844,0.8964,0.0281131424629182,8,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.013497077013383
"946",64,186,250,0.262617972917522,0.8964,0.520351845463953,10,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.136653746859635
"947",95,155,250,0.389823553549446,0.8964,0.472404277337013,10,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.184154314103472
"948",105,145,250,0.430857611817809,0.8964,0.381855812349086,10,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.164525483367476
"949",110,140,250,0.45137464095199,0.8964,0.191790272507761,10,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.0865692653912751
"950",118,132,250,0.48420188756668,0.8964,0.0282856157295619,10,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.0136959485272397
"951",53,197,250,0.217480508822323,0.8964,0.513107968264919,20,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.111590982019043
"952",90,160,250,0.369306524415265,0.8964,0.467919972404277,20,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.17280589871311
"953",101,149,250,0.414443988510464,0.8964,0.365815798551225,20,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.15161015861171
"954",108,142,250,0.443167829298318,0.8964,0.156605726112453,20,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.0694026196969425
"955",110,140,250,0.45137464095199,0.8964,0.0377716453949638,20,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.0170491628783177
"956",53,197,250,0.217480508822323,0.8964,0.53242497412901,30,1,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.115792054283289
"957",85,165,250,0.348789495281083,0.8964,0.484994825802001,30,3,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.169161100505417
"958",94,156,250,0.38572014772261,0.8964,0.344429113487409,30,5,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.132853248534331
"959",101,149,250,0.414443988510464,0.8964,0.159192825112108,30,7,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.0659765093817106
"960",103,147,250,0.422650800164136,0.8964,0.049672300793377,30,9,2,"haarcascades/haarcascade_frontalface_alt_tree.xml",0,"dup1",0.0209940376763145
"961",65,185,250,0.266721378744358,0.998,1,1,1,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.266721378744358
"962",107,143,250,0.439064423471481,0.998,1,1,3,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.439064423471481
"963",126,124,250,0.517029134181371,0.998,0.766643670231114,1,5,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.396377113045221
"964",126,124,250,0.517029134181371,0.998,0.251121076233184,1,7,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.129836912619537
"965",122,128,250,0.500615510874025,0.998,0.0181096929975854,1,9,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.00906599321175796
"966",71,179,250,0.291341813705375,0.998,1,3,1,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.291341813705375
"967",112,138,250,0.459581452605663,0.998,1,3,3,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.459581452605663
"968",129,121,250,0.529339351661879,0.998,0.838047602621594,3,5,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.443611574633507
"969",133,117,250,0.545752974969224,0.998,0.340289755087961,3,7,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.185714146190804
"970",134,116,250,0.549856380796061,0.998,0.0244912038634012,3,9,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.0134666447176683
"971",73,177,250,0.299548625359048,0.998,1,5,1,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.299548625359048
"972",114,136,250,0.467788264259335,0.998,1,5,3,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.467788264259335
"973",128,122,250,0.525235945835043,0.998,0.871852362883753,5,5,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.457928200447765
"974",132,118,250,0.541649569142388,0.998,0.321662642290445,5,7,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.174228431605822
"975",144,106,250,0.590890439064423,0.998,0.0200068989306658,5,9,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.0118218852934586
"976",74,176,250,0.303652031185884,0.998,1,7,1,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.303652031185884
"977",115,135,250,0.471891670086172,0.998,1,7,3,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.471891670086172
"978",130,120,250,0.533442757488716,0.998,0.899793032080028,7,5,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.479988076201902
"979",140,110,250,0.574476815757078,0.998,0.278889272162815,7,7,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.160215421020903
"980",142,108,250,0.582683627410751,0.998,0.0179372197309417,7,9,4,"lbpcascades/lbpcascade_frontalface.xml",0,"dup1",0.0104517242584888
