Correct;Wrong;Test image count;Accuracy;Detect Accuracy;FPS;Radius;Neighbours;Scale;Cascade;Single;Dataset
27;48;75;0.3600;1.0000;2.11;8;9;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
3;72;75;0.0400;1.0000;6.50;10;1;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
13;62;75;0.1733;1.0000;6.28;10;3;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
20;55;75;0.2667;1.0000;5.97;10;5;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
18;57;75;0.2400;1.0000;4.80;10;7;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
24;51;75;0.3200;1.0000;2.14;10;9;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
3;72;75;0.0400;1.0000;6.49;20;1;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
16;59;75;0.2133;1.0000;6.36;20;3;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
17;58;75;0.2267;1.0000;5.97;20;5;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
21;54;75;0.2800;1.0000;4.27;20;7;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
26;49;75;0.3467;1.0000;2.37;20;9;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
6;69;75;0.0800;1.0000;6.48;30;1;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
9;66;75;0.1200;1.0000;6.40;30;3;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
13;62;75;0.1733;1.0000;5.79;30;5;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
16;59;75;0.2133;1.0000;4.41;30;7;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
20;55;75;0.2667;1.0000;2.66;30;9;1.0;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
4;71;75;0.0533;0.8813;9.60;1;1;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
12;63;75;0.1600;0.8813;9.42;1;3;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
17;58;75;0.2267;0.8813;8.87;1;5;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
21;54;75;0.2800;0.8813;7.24;1;7;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
18;57;75;0.2400;0.8813;3.10;1;9;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
2;73;75;0.0267;0.8813;9.74;3;1;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
12;63;75;0.1600;0.8813;9.48;3;3;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
15;60;75;0.2000;0.8813;8.87;3;5;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
20;55;75;0.2667;0.8813;7.72;3;7;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
19;56;75;0.2533;0.8813;3.35;3;9;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
3;72;75;0.0400;0.8813;9.69;5;1;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
11;64;75;0.1467;0.8813;9.35;5;3;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
15;60;75;0.2000;0.8813;8.85;5;5;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
18;57;75;0.2400;0.8813;7.60;5;7;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
23;52;75;0.3067;0.8813;3.20;5;9;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
2;73;75;0.0267;0.8813;9.58;7;1;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
11;64;75;0.1467;0.8813;9.37;7;3;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
15;60;75;0.2000;0.8813;9.06;7;5;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
18;57;75;0.2400;0.8813;7.30;7;7;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
24;51;75;0.3200;0.8813;3.11;7;9;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
4;71;75;0.0533;0.8813;9.77;8;1;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
11;64;75;0.1467;0.8813;9.43;8;3;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
14;61;75;0.1867;0.8813;9.10;8;5;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
18;57;75;0.2400;0.8813;7.16;8;7;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
23;52;75;0.3067;0.8813;3.14;8;9;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
3;72;75;0.0400;0.8813;9.54;10;1;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
9;66;75;0.1200;0.8813;9.54;10;3;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
17;58;75;0.2267;0.8813;9.05;10;5;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
21;54;75;0.2800;0.8813;7.08;10;7;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
24;51;75;0.3200;0.8813;3.12;10;9;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
3;72;75;0.0400;0.8813;9.78;20;1;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
10;65;75;0.1333;0.8813;9.49;20;3;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
14;61;75;0.1867;0.8813;8.96;20;5;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
17;58;75;0.2267;0.8813;6.48;20;7;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
21;54;75;0.2800;0.8813;3.49;20;9;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
4;71;75;0.0533;0.8813;9.81;30;1;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
9;66;75;0.1200;0.8813;9.62;30;3;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
12;63;75;0.1600;0.8813;8.73;30;5;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
16;59;75;0.2133;0.8813;6.51;30;7;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
15;60;75;0.2000;0.8813;3.87;30;9;1.0;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup2
4;71;75;0.0533;0.9990;24.37;1;1;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
13;62;75;0.1733;0.9990;20.92;1;3;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
18;57;75;0.2400;0.9990;18.08;1;5;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
21;54;75;0.2800;0.9990;10.49;1;7;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
23;52;75;0.3067;0.9990;2.79;1;9;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
2;73;75;0.0267;0.9990;24.18;3;1;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
12;63;75;0.1600;0.9990;21.85;3;3;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
12;63;75;0.1600;0.9990;18.44;3;5;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
17;58;75;0.2267;0.9990;12.39;3;7;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
19;56;75;0.2533;0.9990;3.06;3;9;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
3;72;75;0.0400;0.9990;24.98;5;1;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
9;66;75;0.1200;0.9990;22.10;5;3;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
11;64;75;0.1467;0.9990;18.61;5;5;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
14;61;75;0.1867;0.9990;12.04;5;7;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
20;55;75;0.2667;0.9990;2.87;5;9;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
2;73;75;0.0267;0.9990;25.11;7;1;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
9;66;75;0.1200;0.9990;22.89;7;3;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
14;61;75;0.1867;0.9990;19.63;7;5;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
18;57;75;0.2400;0.9990;11.11;7;7;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
21;54;75;0.2800;0.9990;2.78;7;9;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
4;71;75;0.0533;0.9990;24.40;8;1;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
6;69;75;0.0800;0.9990;22.05;8;3;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
13;62;75;0.1733;0.9990;19.17;8;5;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
16;59;75;0.2133;0.9990;10.94;8;7;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
22;53;75;0.2933;0.9990;2.80;8;9;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
2;73;75;0.0267;0.9990;24.23;10;1;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
10;65;75;0.1333;0.9990;22.60;10;3;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
14;61;75;0.1867;0.9990;18.98;10;5;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
19;56;75;0.2533;0.9990;10.32;10;7;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
22;53;75;0.2933;0.9990;2.80;10;9;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
2;73;75;0.0267;0.9990;24.61;20;1;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
14;61;75;0.1867;0.9990;22.58;20;3;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
16;59;75;0.2133;0.9990;18.26;20;5;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
17;58;75;0.2267;0.9990;8.67;20;7;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
19;56;75;0.2533;0.9990;3.22;20;9;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
5;70;75;0.0667;0.9990;24.83;30;1;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
10;65;75;0.1333;0.9990;22.90;30;3;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
14;61;75;0.1867;0.9990;17.18;30;5;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
13;62;75;0.1733;0.9990;8.61;30;7;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
14;61;75;0.1867;0.9990;3.74;30;9;1.2;lbpcascades/lbpcascade_frontalface.xml;0;dup2
10;65;75;0.1333;1.0000;19.50;1;1;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
30;45;75;0.4000;1.0000;18.75;1;3;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
36;39;75;0.4800;1.0000;16.83;1;5;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
33;42;75;0.4400;1.0000;8.40;1;7;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
28;47;75;0.3733;1.0000;2.92;1;9;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
7;68;75;0.0933;1.0000;19.86;3;1;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
24;51;75;0.3200;1.0000;18.88;3;3;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
32;43;75;0.4267;1.0000;16.66;3;5;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
30;45;75;0.4000;1.0000;9.53;3;7;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
34;41;75;0.4533;1.0000;2.61;3;9;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
8;67;75;0.1067;1.0000;19.87;5;1;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
25;50;75;0.3333;1.0000;18.69;5;3;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
33;42;75;0.4400;1.0000;16.43;5;5;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
35;40;75;0.4667;1.0000;9.01;5;7;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
37;38;75;0.4933;1.0000;2.77;5;9;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
8;67;75;0.1067;1.0000;20.01;7;1;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
23;52;75;0.3067;1.0000;18.84;7;3;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
28;47;75;0.3733;1.0000;15.98;7;5;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
32;43;75;0.4267;1.0000;8.05;7;7;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
34;41;75;0.4533;1.0000;2.94;7;9;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
8;67;75;0.1067;1.0000;20.23;8;1;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
23;52;75;0.3067;1.0000;18.64;8;3;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
30;45;75;0.4000;1.0000;16.53;8;5;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
34;41;75;0.4533;1.0000;7.99;8;7;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
35;40;75;0.4667;1.0000;2.97;8;9;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
6;69;75;0.0800;1.0000;19.57;10;1;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
23;52;75;0.3067;1.0000;18.74;10;3;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
28;47;75;0.3733;1.0000;15.73;10;5;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
33;42;75;0.4400;1.0000;7.83;10;7;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
37;38;75;0.4933;1.0000;3.23;10;9;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
11;64;75;0.1467;1.0000;19.97;20;1;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
21;54;75;0.2800;1.0000;18.96;20;3;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
23;52;75;0.3067;1.0000;14.63;20;5;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
25;50;75;0.3333;1.0000;8.30;20;7;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
26;49;75;0.3467;1.0000;4.16;20;9;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
7;68;75;0.0933;1.0000;19.57;30;1;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
12;63;75;0.1600;1.0000;18.47;30;3;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
13;62;75;0.1733;1.0000;14.10;30;5;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
14;61;75;0.1867;1.0000;8.79;30;7;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
17;58;75;0.2267;1.0000;4.79;30;9;1.2;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup2
4;71;75;0.0533;1.0000;10.96;1;1;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
9;66;75;0.1200;1.0000;10.57;1;3;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
19;56;75;0.2533;1.0000;9.79;1;5;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
21;54;75;0.2800;1.0000;7.10;1;7;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
24;51;75;0.3200;1.0000;2.46;1;9;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
1;74;75;0.0133;1.0000;11.16;3;1;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
12;63;75;0.1600;1.0000;10.54;3;3;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
15;60;75;0.2000;1.0000;9.69;3;5;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
19;56;75;0.2533;1.0000;7.94;3;7;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
21;54;75;0.2800;1.0000;2.70;3;9;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
2;73;75;0.0267;1.0000;11.37;5;1;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
12;63;75;0.1600;1.0000;10.85;5;3;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
13;62;75;0.1733;1.0000;10.13;5;5;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
17;58;75;0.2267;1.0000;7.77;5;7;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
27;48;75;0.3600;1.0000;2.55;5;9;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
3;72;75;0.0400;1.0000;11.37;7;1;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
10;65;75;0.1333;1.0000;10.89;7;3;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
15;60;75;0.2000;1.0000;10.02;7;5;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
20;55;75;0.2667;1.0000;7.37;7;7;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
23;52;75;0.3067;1.0000;2.47;7;9;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
3;72;75;0.0400;1.0000;11.47;8;1;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
10;65;75;0.1333;1.0000;11.02;8;3;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
16;59;75;0.2133;1.0000;10.08;8;5;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
21;54;75;0.2800;1.0000;7.31;8;7;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
24;51;75;0.3200;1.0000;2.48;8;9;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
5;70;75;0.0667;1.0000;11.49;10;1;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
12;63;75;0.1600;1.0000;10.99;10;3;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
15;60;75;0.2000;1.0000;10.14;10;5;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
19;56;75;0.2533;1.0000;6.98;10;7;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
24;51;75;0.3200;1.0000;2.47;10;9;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
3;72;75;0.0400;1.0000;11.46;20;1;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
11;64;75;0.1467;1.0000;11.11;20;3;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
18;57;75;0.2400;1.0000;9.91;20;5;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
18;57;75;0.2400;1.0000;6.13;20;7;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
18;57;75;0.2400;1.0000;2.78;20;9;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
5;70;75;0.0667;1.0000;11.48;30;1;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
11;64;75;0.1467;1.0000;11.18;30;3;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
14;61;75;0.1867;1.0000;9.50;30;5;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
15;60;75;0.2000;1.0000;6.15;30;7;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
16;59;75;0.2133;1.0000;3.17;30;9;1.2;haarcascades/haarcascade_frontalface_default.xml;0;dup2
4;71;75;0.0533;0.9990;9.51;1;1;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
14;61;75;0.1867;0.9990;9.03;1;3;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
28;47;75;0.3733;0.9990;8.42;1;5;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
26;49;75;0.3467;0.9990;6.33;1;7;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
27;48;75;0.3600;0.9990;2.36;1;9;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
6;69;75;0.0800;0.9990;9.44;3;1;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
13;62;75;0.1733;0.9990;9.15;3;3;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
18;57;75;0.2400;0.9990;8.52;3;5;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
20;55;75;0.2667;0.9990;6.92;3;7;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
27;48;75;0.3600;0.9990;2.52;3;9;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
4;71;75;0.0533;0.9990;9.46;5;1;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
13;62;75;0.1733;0.9990;9.13;5;3;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
22;53;75;0.2933;0.9990;8.59;5;5;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
25;50;75;0.3333;0.9990;6.82;5;7;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
28;47;75;0.3733;0.9990;2.40;5;9;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
5;70;75;0.0667;0.9990;9.45;7;1;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
14;61;75;0.1867;0.9990;9.21;7;3;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
20;55;75;0.2667;0.9990;8.59;7;5;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
24;51;75;0.3200;0.9990;6.50;7;7;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
28;47;75;0.3733;0.9990;2.35;7;9;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
5;70;75;0.0667;0.9990;9.44;8;1;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
12;63;75;0.1600;0.9990;9.24;8;3;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
19;56;75;0.2533;0.9990;8.61;8;5;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
24;51;75;0.3200;0.9990;6.43;8;7;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
28;47;75;0.3733;0.9990;2.37;8;9;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
7;68;75;0.0933;0.9990;9.51;10;1;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
12;63;75;0.1600;0.9990;9.21;10;3;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
18;57;75;0.2400;0.9990;8.62;10;5;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
28;47;75;0.3733;0.9990;6.17;10;7;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
30;45;75;0.4000;0.9990;2.38;10;9;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
6;69;75;0.0800;0.9990;9.52;20;1;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
12;63;75;0.1600;0.9990;9.25;20;3;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
17;58;75;0.2267;0.9990;8.46;20;5;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
23;52;75;0.3067;0.9990;5.53;20;7;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
27;48;75;0.3600;0.9990;2.70;20;9;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
7;68;75;0.0933;0.9990;9.57;30;1;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
15;60;75;0.2000;0.9990;9.26;30;3;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
19;56;75;0.2533;0.9990;8.25;30;5;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
21;54;75;0.2800;0.9990;5.57;30;7;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
22;53;75;0.2933;0.9990;3.06;30;9;1.2;haarcascades/haarcascade_frontalface_alt.xml;0;dup2
5;70;75;0.0667;0.9990;10.26;1;1;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
16;59;75;0.2133;0.9990;9.61;1;3;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
23;52;75;0.3067;0.9990;9.05;1;5;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
26;49;75;0.3467;0.9990;6.67;1;7;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
27;48;75;0.3600;0.9990;2.41;1;9;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
5;70;75;0.0667;0.9990;10.21;3;1;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
11;64;75;0.1467;0.9990;9.62;3;3;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
16;59;75;0.2133;0.9990;9.13;3;5;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
20;55;75;0.2667;0.9990;7.35;3;7;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
25;50;75;0.3333;0.9990;2.57;3;9;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
3;72;75;0.0400;0.9990;10.16;5;1;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
11;64;75;0.1467;0.9990;9.85;5;3;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
16;59;75;0.2133;0.9990;9.18;5;5;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
21;54;75;0.2800;0.9990;7.20;5;7;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
26;49;75;0.3467;0.9990;2.44;5;9;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
5;70;75;0.0667;0.9990;10.12;7;1;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
12;63;75;0.1600;0.9990;9.83;7;3;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
17;58;75;0.2267;0.9990;9.16;7;5;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
24;51;75;0.3200;0.9990;6.80;7;7;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
27;48;75;0.3600;0.9990;2.39;7;9;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
5;70;75;0.0667;0.9990;10.12;8;1;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
12;63;75;0.1600;0.9990;9.82;8;3;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
17;58;75;0.2267;0.9990;9.20;8;5;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
23;52;75;0.3067;0.9990;6.76;8;7;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
28;47;75;0.3733;0.9990;2.40;8;9;1.2;haarcascades/haarcascade_frontalface_alt2.xml;0;dup2
