910; 83; 91.64%; 99.90%; 15.13; 10; 4 
922; 71; 92.85%; 99.90%; 13.92; 10; 5 
946; 47; 95.27%; 99.90%; 1.47; 10; 10 
911; 82; 91.74%; 99.90%; 15.35; 14; 4 
926; 67; 93.25%; 99.90%; 13.73; 14; 5 
953; 40; 95.97%; 99.90%; 1.65; 14; 10 
910; 83; 91.64%; 99.90%; 15.36; 20; 4 
923; 70; 92.95%; 99.90%; 13.49; 20; 5 
950; 43; 95.67%; 99.90%; 1.84; 20; 10 
